ticket_id,run_id,feature_set,track,feature_name,audit_class,action,note
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z10,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z11,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z12,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z13,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z14,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z15,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z16,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z17,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z18,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z19,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z20,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z21,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z22,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z23,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,z24,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,dynamic_csi,vae_recon_error,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z1,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z2,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z3,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z4,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z5,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z6,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z7,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z8,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z9,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z10,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z11,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z12,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z13,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z14,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z15,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z16,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z17,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z18,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z19,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z20,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z21,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z22,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z23,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,z24,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,latent_raw,permanent_csi,vae_recon_error,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z1,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z2,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z3,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z4,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z5,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z6,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z7,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z8,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z9,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z10,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z11,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z12,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z13,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z14,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z15,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z16,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z17,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z18,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z19,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z20,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z21,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z22,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z23,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,z24,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,vae_recon_error,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,fyear,unmapped_required_predictor_feature,computed_as_unmapped_features_block,Required predictor feature did not match the canonical 11-family mapping rules.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,dynamic_csi,siccd,unmapped_required_predictor_feature,computed_as_unmapped_features_block,Required predictor feature did not match the canonical 11-family mapping rules.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z1,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z2,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z3,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z4,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z5,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z6,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z7,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z8,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z9,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z10,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z11,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z12,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z13,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z14,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z15,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z16,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z17,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z18,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z19,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z20,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z21,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z22,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z23,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,z24,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,vae_recon_error,latent_feature_outside_canonical_11,computed_as_vae_latent_features_block,VAE latent dimensions do not map to the 11 raw/engineered families.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,fyear,unmapped_required_predictor_feature,computed_as_unmapped_features_block,Required predictor feature did not match the canonical 11-family mapping rules.
AE-FEAT-IMPORT-004R,family_log_odds_rebuild_20260602_gbm,raw_plus_latent,permanent_csi,siccd,unmapped_required_predictor_feature,computed_as_unmapped_features_block,Required predictor feature did not match the canonical 11-family mapping rules.
