run_id,index_id,track,period,index_name,benchmark_index_id,model_key,model_label,threshold_method,threshold_label,threshold,lockout_years,strategy_id,exclusion_rule,rule_label,weighting,n_months,annualized_geometric_return,annualized_sd,sharpe_ratio,max_drawdown,expected_shortfall_2p5,cumulative_return,rf_annual,benchmark_annualized_geometric_return,benchmark_annualized_sd,difference_versus_benchmark
C060_M000_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.086126864,2,youden_2yr,lockout_2yr,2yr lockout,mw,264,0.111732340495849,0.181868767956356,0.514174020011338,-0.516202488296316,-0.137243245754215,9.28028773037018,0.03,0.105113069336823,0.193920362258832,0.0066192711590262
C060_M000_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.22554868,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110816999848575,0.152415304277769,0.575240948423765,-0.514680943620009,-0.113229181573292,9.09567556834754,0.03,0.109608464217754,0.153718064435946,0.0012085356308206
C060_M020_T012,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.2635673,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110583418422259,0.148333857036161,0.585415010618263,-0.513490972548094,-0.110447699139703,9.04907456692614,0.03,0.110220097573044,0.148595750839504,0.000363320849215
C060_M020_T012,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.2635673,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.114645991224044,0.170307997941639,0.552657025123712,-0.545729156439867,-0.13056430407842,9.88962904412721,0.03,0.112982817794951,0.170909661797638,0.001663173429093
C060_M020_T012,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.06615507,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.110024960635536,0.173774814835343,0.521007016929957,-0.509278610113153,-0.13277798370166,8.9384894952244,0.03,0.105113069336823,0.193920362258832,0.0049118912987129
C060_M020_T012,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.2635673,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110176102247157,0.152948712956709,0.569957508707251,-0.516141800969671,-0.114047706806952,8.96830316194876,0.03,0.109608464217754,0.153718064435946,0.0005676380294035
C060_M020_T018,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.058028527,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.111091794750545,0.142812394627335,0.605642078812188,-0.493619315238792,-0.107231167735447,9.15076302164269,0.03,0.110220097573044,0.148595750839504,0.0008716971775011
C060_M020_T018,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.23523025,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.115942243899741,0.170267074987973,0.559663658208515,-0.545954239963276,-0.130986328869082,10.1716622581013,0.03,0.112982817794951,0.170909661797638,0.00295942610479
C060_M020_T018,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.058028527,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.109183151661509,0.177461747440983,0.509466485454323,-0.504816066892052,-0.133652382094223,8.77398818759042,0.03,0.105113069336823,0.193920362258832,0.0040700823246866
C060_M020_T018,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.058028527,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.111055989601512,0.145192666719618,0.597911251964116,-0.493059748592022,-0.109422090685076,9.1435690292882,0.03,0.109608464217754,0.153718064435946,0.0014475253837578
C060_M030_T012,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.19404617,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110802987768858,0.148298320774175,0.586871199266548,-0.513286250599407,-0.110424327819219,9.09287426185689,0.03,0.110220097573044,0.148595750839504,0.0005828901958142
C060_M030_T012,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.19404617,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.1152260350385,0.169770155847202,0.55697395512508,-0.543271819916279,-0.130178213933718,10.0149819352161,0.03,0.112982817794951,0.170909661797638,0.0022432172435489
C060_M030_T012,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.19404617,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.105581700992154,0.191315856845779,0.468777762288689,-0.532558143234935,-0.141985567198756,8.09910174447263,0.03,0.105113069336823,0.193920362258832,0.000468631655331
C060_M030_T012,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.19404617,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110410747530023,0.152746231198629,0.571916457946434,-0.51652814413837,-0.113798771284307,9.01475768174376,0.03,0.109608464217754,0.153718064435946,0.0008022833122689
C060_M030_T018,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.034741413,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.111319907554525,0.14303419421396,0.606368738190486,-0.496910940766721,-0.106750994514033,9.19671006546276,0.03,0.110220097573044,0.148595750839504,0.0010998099814818
C060_M030_T018,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.16601582,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.11548196368747,0.169907301166772,0.558047365971917,-0.545936860209476,-0.13056530187368,10.0707273680107,0.03,0.112982817794951,0.170909661797638,0.0024991458925189
C060_M030_T018,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.16601582,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.106275272460554,0.191494933451076,0.471829764713742,-0.532214450389304,-0.141674074913587,8.22551273401476,0.03,0.105113069336823,0.193920362258832,0.001162203123731
C060_M030_T018,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.034741413,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.110852871746668,0.145456060198066,0.595822970569784,-0.496467780239853,-0.108728295988028,9.10285049016644,0.03,0.109608464217754,0.153718064435946,0.0012444075289144
C060_M030_T028,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.11886482,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.111801897855208,0.147792598687715,0.594484173425219,-0.507166302902747,-0.110005419750319,9.29444749820307,0.03,0.110220097573044,0.148595750839504,0.0015818002821639
C060_M030_T028,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.11886482,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.116311424217426,0.169886096762759,0.562467195921231,-0.54155224091917,-0.130259971321332,10.2532540730092,0.03,0.112982817794951,0.170909661797638,0.0033286064224755
C060_M030_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.03278455,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.107068067104894,0.178640522564287,0.496485534831427,-0.501173844583829,-0.13308087422912,8.37206142000357,0.03,0.105113069336823,0.193920362258832,0.0019549977680717
C060_M030_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.11886482,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.111569929111466,0.152227013792932,0.580233830055487,-0.510250502623242,-0.113242437837751,9.24729804753591,0.03,0.109608464217754,0.153718064435946,0.0019614648937116
C080_M000_T028,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.22168472,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110558881594314,0.148353921838345,0.585210704438528,-0.514452871675116,-0.110482622176896,9.04419124633863,0.03,0.110220097573044,0.148595750839504,0.00033878402127
C080_M000_T028,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.22168472,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.114496144044764,0.170218938514349,0.552048907543461,-0.547103782249698,-0.130623003780962,9.85746767992181,0.03,0.112982817794951,0.170909661797638,0.001513326249813
C080_M000_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.051846895,2,youden_2yr,lockout_2yr,2yr lockout,mw,264,0.106426470471849,0.179697364502774,0.491599496389863,-0.516224086025758,-0.136200010848292,8.25329191451016,0.03,0.105113069336823,0.193920362258832,0.0013134011350257
C080_M000_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.22168472,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110365343880819,0.152869506712787,0.571300461278181,-0.51725678922849,-0.113809369068106,9.00575268039417,0.03,0.109608464217754,0.153718064435946,0.000756879663065
C080_M020_T012,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.047514725,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.111037854894515,0.143611443995551,0.602772686036505,-0.505933559111261,-0.108701963506852,9.13992724984905,0.03,0.110220097573044,0.148595750839504,0.0008177573214716
C080_M020_T012,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.21882008,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.114733433488527,0.170292652963211,0.553188460671786,-0.549121532163261,-0.131241876892311,9.90843857552283,0.03,0.112982817794951,0.170909661797638,0.0017506156935758
C080_M020_T012,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.21882008,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.106124198529408,0.191637294206749,0.470872747566918,-0.537609565207984,-0.14205085773436,8.19783586815264,0.03,0.105113069336823,0.193920362258832,0.0010111291925856
C080_M020_T012,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.21882008,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110373118037699,0.152956509307787,0.571118169470075,-0.518014697294036,-0.114012489523864,9.00729399670471,0.03,0.109608464217754,0.153718064435946,0.0007646538199455
C080_M020_T018,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.21755873,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110606277018588,0.148378387188118,0.585426343377363,-0.513533654025676,-0.110497283635305,9.05362592478323,0.03,0.110220097573044,0.148595750839504,0.0003861794455446
C080_M020_T018,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.21755873,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.114802919302554,0.170247536950729,0.553604168671704,-0.544258848550894,-0.130511393330176,9.92340764031141,0.03,0.112982817794951,0.170909661797638,0.0018201015076029
C080_M020_T018,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.05482606,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.108908584288618,0.181028119456579,0.501650604556858,-0.51961927154651,-0.136172134474403,8.72089830743829,0.03,0.105113069336823,0.193920362258832,0.0037955149517956
C080_M020_T018,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.05482606,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.110255405666099,0.146671840003144,0.58841843813557,-0.502872961823582,-0.110238220563386,8.98398040638774,0.03,0.109608464217754,0.153718064435946,0.0006469414483449
C080_M020_T028,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.16806632,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110626750915033,0.148334146247421,0.585682746718991,-0.512727549185638,-0.110420769005124,9.05770413725418,0.03,0.110220097573044,0.148595750839504,0.0004066533419897
C080_M020_T028,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.16806632,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.114679589775126,0.170042867184483,0.553436832569738,-0.542734088957488,-0.1303417094,9.89685269615035,0.03,0.112982817794951,0.170909661797638,0.0016967719801752
C080_M020_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.039662704,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.106746631583573,0.180861448881423,0.491068431589787,-0.515891421808964,-0.135720788257992,8.31237797540237,0.03,0.105113069336823,0.193920362258832,0.0016335622467498
C080_M020_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.16806632,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.11029820980052,0.152965207074458,0.570641229039862,-0.515457502818863,-0.113924715743849,8.9924519985609,0.03,0.109608464217754,0.153718064435946,0.0006897455827663
C080_M030_T012,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.13605925,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.110453439718736,0.148376972684069,0.584493775141404,-0.514380584381641,-0.110504738400491,9.02323196980358,0.03,0.110220097573044,0.148595750839504,0.0002333421456928
C080_M030_T012,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.13605925,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.114207696143835,0.169916129522837,0.551204311309989,-0.546643899946724,-0.130600124924268,9.79581382259823,0.03,0.112982817794951,0.170909661797638,0.0012248783488839
C080_M030_T012,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.033881914,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.10624425087293,0.179020075725159,0.49187844965634,-0.5190524455857,-0.135126805358509,8.21982307627721,0.03,0.105113069336823,0.193920362258832,0.0011311815361077
C080_M030_T012,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.033881914,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.110092438515679,0.146672429881699,0.587452464625161,-0.50276628867932,-0.111178083053769,8.95178941371379,0.03,0.109608464217754,0.153718064435946,0.000483974297925
C080_M030_T018,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.022158012,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.111506810090237,0.142688533247224,0.608687396783838,-0.492208533054568,-0.107224119152053,9.23450433473546,0.03,0.110220097573044,0.148595750839504,0.0012867125171933
C080_M030_T018,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.15124363,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.114270437772195,0.170073612422382,0.551192388496513,-0.545258179232,-0.130706499273499,9.80919592968629,0.03,0.112982817794951,0.170909661797638,0.0012876199772444
C080_M030_T018,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.022158012,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.107070897921791,0.178972210770073,0.496141032590637,-0.515737681943955,-0.134598675053522,8.37258865826899,0.03,0.105113069336823,0.193920362258832,0.0019578285849684
C080_M030_T018,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.022158012,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.111142160585437,0.145183553364154,0.598501334768524,-0.493002753758249,-0.109709733530184,9.16089080001895,0.03,0.109608464217754,0.153718064435946,0.0015336963676835
C080_M030_T028,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.12486107,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.110980433664733,0.148142181127713,0.588412211962124,-0.511124929052195,-0.110341787543376,9.12840425166806,0.03,0.110220097573044,0.148595750839504,0.000760336091689
C080_M030_T028,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.12486107,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.114823187732605,0.170088992954766,0.554111246471279,-0.544061991369261,-0.130730861971854,9.92777768365986,0.03,0.112982817794951,0.170909661797638,0.0018403699376545
C080_M030_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,fpr1,CV FPR <= 1%,0.17743148,5,fpr1_5yr,lockout_5yr,5yr lockout,mw,264,0.106234365163891,0.192723373570912,0.469816524915646,-0.533421245926901,-0.142197354516036,8.21801064597078,0.03,0.105113069336823,0.193920362258832,0.0011212958270681
C080_M030_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.12486107,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.110378244268463,0.152885405798311,0.571333720890646,-0.514250670043638,-0.113971360760417,9.00831045509666,0.03,0.109608464217754,0.153718064435946,0.0007697800507093
C090_M000_T012,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.04854038,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.111537422979652,0.145453626684698,0.600065082108416,-0.50499402905814,-0.109100331179515,9.2407074133876,0.03,0.110220097573044,0.148595750839504,0.0013173254066083
C090_M000_T012,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.31549042,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.113601058560356,0.170023139291603,0.547764769171447,-0.546800344923462,-0.130887253472501,9.66723768638303,0.03,0.112982817794951,0.170909661797638,0.0006182407654056
C090_M000_T012,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.04854038,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.107994914139513,0.181755473268097,0.495988390837267,-0.524850955957119,-0.137444575844473,8.54620754706478,0.03,0.105113069336823,0.193920362258832,0.0028818448026899
C090_M000_T012,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.04854038,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.111293898572175,0.14834214377735,0.589848585579438,-0.507013817923547,-0.111681671347364,9.19146126216114,0.03,0.109608464217754,0.153718064435946,0.0016854343544205
C090_M000_T018,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.0437105,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.111249267617861,0.144123444827122,0.602422366046753,-0.499463088894977,-0.107562542449466,9.18246041777057,0.03,0.110220097573044,0.148595750839504,0.0010291700448175
C090_M000_T018,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,youden,CV Youden J,0.0437105,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.113944425545037,0.164898781208092,0.561509943406658,-0.531436456102728,-0.127961912879073,9.73983327353059,0.03,0.112982817794951,0.170909661797638,0.0009616077500864
C090_M000_T018,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.0437105,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.106311066197908,0.181083594153213,0.488599049801897,-0.521996458027719,-0.13681291657992,8.2320818145273,0.03,0.105113069336823,0.193920362258832,0.0011979968610849
C090_M000_T018,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.0437105,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.110803572438515,0.147025195839837,0.59074702596009,-0.501062455066823,-0.110156368219354,9.09299113465989,0.03,0.109608464217754,0.153718064435946,0.0011951082207606
C090_M000_T028,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.03479647,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.1113008453022,0.143377492884601,0.605096413908231,-0.495289618347879,-0.106793148333416,9.19286291072201,0.03,0.110220097573044,0.148595750839504,0.0010807477291561
C090_M000_T028,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.19499345,3,fpr3_3yr,lockout_3yr,3yr lockout,mw,264,0.114088285956275,0.169801855002696,0.550854378100736,-0.544863577933401,-0.130925195199761,9.77038860604083,0.03,0.112982817794951,0.170909661797638,0.0011054681613245
C090_M000_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.03479647,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.106817061004772,0.180446755028919,0.492267517640373,-0.518158911602813,-0.135944617112854,8.32542403627167,0.03,0.105113069336823,0.193920362258832,0.0017039916679488
C090_M000_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.03479647,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.110785000041667,0.146119193938967,0.59334837368657,-0.496412245380773,-0.109330998363546,9.08927922824861,0.03,0.109608464217754,0.153718064435946,0.001176535823913
C090_M020_T012,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.017218428,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.111302710633945,0.144485060637324,0.601637485618555,-0.504454825603522,-0.108053699268535,9.19323931188352,0.03,0.110220097573044,0.148595750839504,0.0010826130609016
C090_M020_T012,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.19064955,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.113452649385915,0.16999781447683,0.54701475899316,-0.547890666408327,-0.130964370615972,9.63600580402301,0.03,0.112982817794951,0.170909661797638,0.0004698315909639
