track,period,model,index_id,threshold_method,lockout_years,exclusion_rule,strategy_id,transaction_cost_bps,realized_alpha,reconciled_alpha,reconciliation_error,reconciliation_pass
temporary CSI,full,raw,large_cap,fpr1,5,lockout_5yr,fpr1_5yr,10,-0.0000669378,-0.0000669378,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr1,5,lockout_5yr,fpr1_5yr,20,-0.0002622999,-0.0002622999,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,1,lockout_1yr,fpr3_1yr,0,-0.0000509179,-0.0000509179,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,1,lockout_1yr,fpr3_1yr,5,-0.0001490704,-0.0001490704,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,1,lockout_1yr,fpr3_1yr,10,-0.0002472288,-0.0002472288,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,1,lockout_1yr,fpr3_1yr,20,-0.0004435635,-0.0004435635,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,2,lockout_2yr,fpr3_2yr,0,0.0001748701,0.0001748701,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,2,lockout_2yr,fpr3_2yr,5,0.0000770621,0.0000770621,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,2,lockout_2yr,fpr3_2yr,10,-0.0000207519,-0.0000207519,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,2,lockout_2yr,fpr3_2yr,20,-0.0002163978,-0.0002163978,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,3,lockout_3yr,fpr3_3yr,0,0.0003473511,0.0003473511,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,3,lockout_3yr,fpr3_3yr,5,0.0002498973,0.0002498973,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,3,lockout_3yr,fpr3_3yr,10,0.0001524376,0.0001524376,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,3,lockout_3yr,fpr3_3yr,20,-0.0000425000,-0.0000425000,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,5,lockout_5yr,fpr3_5yr,0,0.0003988817,0.0003988817,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,5,lockout_5yr,fpr3_5yr,5,0.0003017240,0.0003017240,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,5,lockout_5yr,fpr3_5yr,10,0.0002045604,0.0002045604,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr3,5,lockout_5yr,fpr3_5yr,20,0.0000102148,0.0000102148,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,1,lockout_1yr,fpr5_1yr,0,-0.0000764558,-0.0000764558,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,1,lockout_1yr,fpr5_1yr,5,-0.0001751500,-0.0001751500,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,1,lockout_1yr,fpr5_1yr,10,-0.0002738500,-0.0002738500,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,1,lockout_1yr,fpr5_1yr,20,-0.0004712676,-0.0004712676,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,2,lockout_2yr,fpr5_2yr,0,0.0001583028,0.0001583028,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,2,lockout_2yr,fpr5_2yr,5,0.0000601068,0.0000601068,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,2,lockout_2yr,fpr5_2yr,10,-0.0000380952,-0.0000380952,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,2,lockout_2yr,fpr5_2yr,20,-0.0002345168,-0.0002345168,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,3,lockout_3yr,fpr5_3yr,0,0.0003502282,0.0003502282,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,3,lockout_3yr,fpr5_3yr,5,0.0002525222,0.0002525222,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,3,lockout_3yr,fpr5_3yr,10,0.0001548102,0.0001548102,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,3,lockout_3yr,fpr5_3yr,20,-0.0000406318,-0.0000406318,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,5,lockout_5yr,fpr5_5yr,0,0.0005284888,0.0005284888,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,5,lockout_5yr,fpr5_5yr,5,0.0004313703,0.0004313703,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,5,lockout_5yr,fpr5_5yr,10,0.0003342458,0.0003342458,0.00000000000000,true
temporary CSI,full,raw,large_cap,fpr5,5,lockout_5yr,fpr5_5yr,20,0.0001399786,0.0001399786,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,1,lockout_1yr,youden_1yr,0,-0.0018048679,-0.0018048679,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,1,lockout_1yr,youden_1yr,5,-0.0019199651,-0.0019199651,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,1,lockout_1yr,youden_1yr,10,-0.0020350667,-0.0020350667,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,1,lockout_1yr,youden_1yr,20,-0.0022652826,-0.0022652826,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,2,lockout_2yr,youden_2yr,0,-0.0005579630,-0.0005579630,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,2,lockout_2yr,youden_2yr,5,-0.0006677714,-0.0006677714,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,2,lockout_2yr,youden_2yr,10,-0.0007775848,-0.0007775848,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,2,lockout_2yr,youden_2yr,20,-0.0009972267,-0.0009972267,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,3,lockout_3yr,youden_3yr,0,0.0001120933,0.0001120933,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,3,lockout_3yr,youden_3yr,5,0.0000055151,0.0000055151,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,3,lockout_3yr,youden_3yr,10,-0.0001010683,-0.0001010683,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,3,lockout_3yr,youden_3yr,20,-0.0003142514,-0.0003142514,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,5,lockout_5yr,youden_5yr,0,0.0004397273,0.0004397273,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,5,lockout_5yr,youden_5yr,5,0.0003344608,0.0003344608,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,5,lockout_5yr,youden_5yr,10,0.0002291886,0.0002291886,0.00000000000000,true
temporary CSI,full,raw,large_cap,youden,5,lockout_5yr,youden_5yr,20,0.0000186276,0.0000186276,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,1,lockout_1yr,fpr1_1yr,0,0.0001367254,0.0001367254,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,1,lockout_1yr,fpr1_1yr,5,-0.0004045155,-0.0004045155,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,1,lockout_1yr,fpr1_1yr,10,-0.0009455715,-0.0009455715,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,1,lockout_1yr,fpr1_1yr,20,-0.0020271283,-0.0020271283,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,2,lockout_2yr,fpr1_2yr,0,0.0004072035,0.0004072035,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,2,lockout_2yr,fpr1_2yr,5,-0.0001340682,-0.0001340682,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,2,lockout_2yr,fpr1_2yr,10,-0.0006751550,-0.0006751550,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,2,lockout_2yr,fpr1_2yr,20,-0.0017567735,-0.0017567735,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,3,lockout_3yr,fpr1_3yr,0,0.0006457924,0.0006457924,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,3,lockout_3yr,fpr1_3yr,5,0.0001042620,0.0001042620,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,3,lockout_3yr,fpr1_3yr,10,-0.0004370833,-0.0004370833,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,3,lockout_3yr,fpr1_3yr,20,-0.0015192186,-0.0015192186,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,5,lockout_5yr,fpr1_5yr,0,0.0006645810,0.0006645810,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,5,lockout_5yr,fpr1_5yr,5,0.0001228167,0.0001228167,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,5,lockout_5yr,fpr1_5yr,10,-0.0004187624,-0.0004187624,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr1,5,lockout_5yr,fpr1_5yr,20,-0.0015013650,-0.0015013650,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,1,lockout_1yr,fpr3_1yr,0,0.0002589855,0.0002589855,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,1,lockout_1yr,fpr3_1yr,5,-0.0002819921,-0.0002819921,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,1,lockout_1yr,fpr3_1yr,10,-0.0008227850,-0.0008227850,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,1,lockout_1yr,fpr3_1yr,20,-0.0019038166,-0.0019038166,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,2,lockout_2yr,fpr3_2yr,0,0.0009213495,0.0009213495,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,2,lockout_2yr,fpr3_2yr,5,0.0003802739,0.0003802739,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,2,lockout_2yr,fpr3_2yr,10,-0.0001606171,-0.0001606171,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,2,lockout_2yr,fpr3_2yr,20,-0.0012418450,-0.0012418450,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,3,lockout_3yr,fpr3_3yr,0,0.0016115895,0.0016115895,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,3,lockout_3yr,fpr3_3yr,5,0.0010707018,0.0010707018,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,3,lockout_3yr,fpr3_3yr,10,0.0005299986,0.0005299986,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,3,lockout_3yr,fpr3_3yr,20,-0.0005508548,-0.0005508548,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,5,lockout_5yr,fpr3_5yr,0,0.0019073001,0.0019073001,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,5,lockout_5yr,fpr3_5yr,5,0.0013663463,0.0013663463,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,5,lockout_5yr,fpr3_5yr,10,0.0008255768,0.0008255768,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr3,5,lockout_5yr,fpr3_5yr,20,-0.0002554095,-0.0002554095,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,1,lockout_1yr,fpr5_1yr,0,0.0003278547,0.0003278547,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,1,lockout_1yr,fpr5_1yr,5,-0.0002140676,-0.0002140676,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,1,lockout_1yr,fpr5_1yr,10,-0.0007558044,-0.0007558044,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,1,lockout_1yr,fpr5_1yr,20,-0.0018387220,-0.0018387220,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,2,lockout_2yr,fpr5_2yr,0,0.0010826153,0.0010826153,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,2,lockout_2yr,fpr5_2yr,5,0.0005413638,0.0005413638,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,2,lockout_2yr,fpr5_2yr,10,0.0000002970,0.0000002970,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,2,lockout_2yr,fpr5_2yr,20,-0.0010812821,-0.0010812821,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,3,lockout_3yr,fpr5_3yr,0,0.0017550842,0.0017550842,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,3,lockout_3yr,fpr5_3yr,5,0.0012146576,0.0012146576,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,3,lockout_3yr,fpr5_3yr,10,0.0006744150,0.0006744150,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,3,lockout_3yr,fpr5_3yr,20,-0.0004055180,-0.0004055180,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,5,lockout_5yr,fpr5_5yr,0,0.0017071588,0.0017071588,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,5,lockout_5yr,fpr5_5yr,5,0.0011672966,0.0011672966,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,5,lockout_5yr,fpr5_5yr,10,0.0006276178,0.0006276178,0.00000000000000,true
temporary CSI,full,raw,mid_cap,fpr5,5,lockout_5yr,fpr5_5yr,20,-0.0004511895,-0.0004511895,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,1,lockout_1yr,youden_1yr,0,-0.0021787081,-0.0021787081,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,1,lockout_1yr,youden_1yr,5,-0.0027379894,-0.0027379894,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,1,lockout_1yr,youden_1yr,10,-0.0032970732,-0.0032970732,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,1,lockout_1yr,youden_1yr,20,-0.0044146486,-0.0044146486,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,2,lockout_2yr,youden_2yr,0,-0.0000693344,-0.0000693344,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,2,lockout_2yr,youden_2yr,5,-0.0006200989,-0.0006200989,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,2,lockout_2yr,youden_2yr,10,-0.0011706725,-0.0011706725,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,2,lockout_2yr,youden_2yr,20,-0.0022712467,-0.0022712467,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,3,lockout_3yr,youden_3yr,0,-0.0001559739,-0.0001559739,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,3,lockout_3yr,youden_3yr,5,-0.0006986984,-0.0006986984,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,3,lockout_3yr,youden_3yr,10,-0.0012412378,-0.0012412378,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,3,lockout_3yr,youden_3yr,20,-0.0023257613,-0.0023257613,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,5,lockout_5yr,youden_5yr,0,-0.0008275881,-0.0008275881,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,5,lockout_5yr,youden_5yr,5,-0.0013668634,-0.0013668634,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,5,lockout_5yr,youden_5yr,10,-0.0019059563,-0.0019059563,0.00000000000000,true
temporary CSI,full,raw,mid_cap,youden,5,lockout_5yr,youden_5yr,20,-0.0029835949,-0.0029835949,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,1,lockout_1yr,fpr1_1yr,0,-0.0000785232,-0.0000785232,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,1,lockout_1yr,fpr1_1yr,5,-0.0004772411,-0.0004772411,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,1,lockout_1yr,fpr1_1yr,10,-0.0008758624,-0.0008758624,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,1,lockout_1yr,fpr1_1yr,20,-0.0016728153,-0.0016728153,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,2,lockout_2yr,fpr1_2yr,0,0.0002786760,0.0002786760,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,2,lockout_2yr,fpr1_2yr,5,-0.0001202896,-0.0001202896,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,2,lockout_2yr,fpr1_2yr,10,-0.0005191585,-0.0005191585,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,2,lockout_2yr,fpr1_2yr,20,-0.0013166065,-0.0013166065,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,3,lockout_3yr,fpr1_3yr,0,0.0002945723,0.0002945723,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,3,lockout_3yr,fpr1_3yr,5,-0.0001038637,-0.0001038637,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,3,lockout_3yr,fpr1_3yr,10,-0.0005022034,-0.0005022034,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,3,lockout_3yr,fpr1_3yr,20,-0.0012985935,-0.0012985935,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,5,lockout_5yr,fpr1_5yr,0,0.0006240768,0.0006240768,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,5,lockout_5yr,fpr1_5yr,5,0.0002260600,0.0002260600,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,5,lockout_5yr,fpr1_5yr,10,-0.0001718608,-0.0001718608,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr1,5,lockout_5yr,fpr1_5yr,20,-0.0009674139,-0.0009674139,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,1,lockout_1yr,fpr3_1yr,0,-0.0004040176,-0.0004040176,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,1,lockout_1yr,fpr3_1yr,5,-0.0008032627,-0.0008032627,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,1,lockout_1yr,fpr3_1yr,10,-0.0012024108,-0.0012024108,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,1,lockout_1yr,fpr3_1yr,20,-0.0020004164,-0.0020004164,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,2,lockout_2yr,fpr3_2yr,0,0.0001283183,0.0001283183,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,2,lockout_2yr,fpr3_2yr,5,-0.0002714237,-0.0002714237,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,2,lockout_2yr,fpr3_2yr,10,-0.0006710686,-0.0006710686,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,2,lockout_2yr,fpr3_2yr,20,-0.0014700672,-0.0014700672,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,3,lockout_3yr,fpr3_3yr,0,0.0007336593,0.0007336593,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,3,lockout_3yr,fpr3_3yr,5,0.0003347134,0.0003347134,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,3,lockout_3yr,fpr3_3yr,10,-0.0000641358,-0.0000641358,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,3,lockout_3yr,fpr3_3yr,20,-0.0008615446,-0.0008615446,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,5,lockout_5yr,fpr3_5yr,0,0.0013253002,0.0013253002,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,5,lockout_5yr,fpr3_5yr,5,0.0009271357,0.0009271357,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,5,lockout_5yr,fpr3_5yr,10,0.0005290672,0.0005290672,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr3,5,lockout_5yr,fpr3_5yr,20,-0.0002667819,-0.0002667819,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,1,lockout_1yr,fpr5_1yr,0,-0.0005461813,-0.0005461813,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,1,lockout_1yr,fpr5_1yr,5,-0.0009469676,-0.0009469676,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,1,lockout_1yr,fpr5_1yr,10,-0.0013476562,-0.0013476562,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,1,lockout_1yr,fpr5_1yr,20,-0.0021487402,-0.0021487402,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,2,lockout_2yr,fpr5_2yr,0,0.0001043599,0.0001043599,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,2,lockout_2yr,fpr5_2yr,5,-0.0002967158,-0.0002967158,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,2,lockout_2yr,fpr5_2yr,10,-0.0006976938,-0.0006976938,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,2,lockout_2yr,fpr5_2yr,20,-0.0014993566,-0.0014993566,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,3,lockout_3yr,fpr5_3yr,0,0.0007088775,0.0007088775,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,3,lockout_3yr,fpr5_3yr,5,0.0003088639,0.0003088639,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,3,lockout_3yr,fpr5_3yr,10,-0.0000910525,-0.0000910525,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,3,lockout_3yr,fpr5_3yr,20,-0.0008905940,-0.0008905940,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,5,lockout_5yr,fpr5_5yr,0,0.0007400940,0.0007400940,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,5,lockout_5yr,fpr5_5yr,5,0.0003420939,0.0003420939,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,5,lockout_5yr,fpr5_5yr,10,-0.0000558103,-0.0000558103,0.00000000000000,true
temporary CSI,full,raw,small_cap,fpr5,5,lockout_5yr,fpr5_5yr,20,-0.0008513309,-0.0008513309,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,1,lockout_1yr,youden_1yr,0,0.0012260883,0.0012260883,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,1,lockout_1yr,youden_1yr,5,0.0007911072,0.0007911072,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,1,lockout_1yr,youden_1yr,10,0.0003562404,0.0003562404,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,1,lockout_1yr,youden_1yr,20,-0.0005131504,-0.0005131504,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,2,lockout_2yr,youden_2yr,0,0.0030632168,0.0030632168,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,2,lockout_2yr,youden_2yr,5,0.0026362853,0.0026362853,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,2,lockout_2yr,youden_2yr,10,0.0022094635,0.0022094635,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,2,lockout_2yr,youden_2yr,20,0.0013561491,0.0013561491,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,3,lockout_3yr,youden_3yr,0,0.0041420019,0.0041420019,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,3,lockout_3yr,youden_3yr,5,0.0037219520,0.0037219520,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,3,lockout_3yr,youden_3yr,10,0.0033020085,0.0033020085,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,3,lockout_3yr,youden_3yr,20,0.0024624401,0.0024624401,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,5,lockout_5yr,youden_5yr,0,0.0023077042,0.0023077042,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,5,lockout_5yr,youden_5yr,5,0.0018905765,0.0018905765,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,5,lockout_5yr,youden_5yr,10,0.0014735537,0.0014735537,0.00000000000000,true
temporary CSI,full,raw,small_cap,youden,5,lockout_5yr,youden_5yr,20,0.0006398227,0.0006398227,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,1,lockout_1yr,fpr1_1yr,0,0.0000327672,0.0000327672,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,1,lockout_1yr,fpr1_1yr,5,-0.0000357354,-0.0000357354,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,1,lockout_1yr,fpr1_1yr,10,-0.0001042475,-0.0001042475,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,1,lockout_1yr,fpr1_1yr,20,-0.0002413001,-0.0002413001,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,2,lockout_2yr,fpr1_2yr,0,0.0001424528,0.0001424528,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,2,lockout_2yr,fpr1_2yr,5,0.0000740318,0.0000740318,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,2,lockout_2yr,fpr1_2yr,10,0.0000056013,0.0000056013,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,2,lockout_2yr,fpr1_2yr,20,-0.0001312883,-0.0001312883,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,3,lockout_3yr,fpr1_3yr,0,0.0002103082,0.0002103082,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,3,lockout_3yr,fpr1_3yr,5,0.0001419782,0.0001419782,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,3,lockout_3yr,fpr1_3yr,10,0.0000736387,0.0000736387,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,3,lockout_3yr,fpr1_3yr,20,-0.0000630689,-0.0000630689,0.00000000000000,true
temporary CSI,full,raw,total_market,fpr1,5,lockout_5yr,fpr1_5yr,0,0.0002773610,0.0002773610,0.00000000000000,true
