track,response_track,period,model,model_label,index_id,threshold_method,lockout_years,exclusion_rule,strategy_id,fn_missed_opportunity_diagnostic,tn_retained_diagnostic,retained_stock_reweighting_effect,fn_benchmark_weight,fn_filtered_weight,tn_benchmark_weight,tn_filtered_weight,note
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr1,2,lockout_2yr,fpr1_2yr,-0.0000123688,0.0003699703,0.0003576014,0.0057482510,0.0057625252,0.6583584638,0.6601770309,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr1,3,lockout_3yr,fpr1_3yr,-0.0000229404,0.0004562736,0.0004333332,0.0056911499,0.0057158162,0.6574867737,0.6602233380,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr1,5,lockout_5yr,fpr1_5yr,-0.0000386783,0.0005522995,0.0005136211,0.0055733146,0.0056118667,0.6561834440,0.6603483439,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr3,1,lockout_1yr,fpr3_1yr,-0.0000252372,0.0008379521,0.0008127150,0.0056998967,0.0057289066,0.6566614107,0.6602260967,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr3,2,lockout_2yr,fpr3_2yr,-0.0000460395,0.0013205229,0.0012744834,0.0053752907,0.0054289521,0.6538006242,0.6605438817,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr3,3,lockout_3yr,fpr3_3yr,-0.0000709825,0.0015489046,0.0014779221,0.0051478389,0.0052252761,0.6513690763,0.6607646171,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr3,5,lockout_5yr,fpr3_5yr,-0.0001075665,0.0019671905,0.0018596240,0.0048912771,0.0050027895,0.6470169915,0.6610315739,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr5,1,lockout_1yr,fpr5_1yr,-0.0000441918,0.0016390041,0.0015948123,0.0052568480,0.0053046507,0.6534610742,0.6606368381,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr5,2,lockout_2yr,fpr5_2yr,-0.0000706447,0.0024063486,0.0023357039,0.0048214726,0.0049002839,0.6486355337,0.6611141488,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr5,3,lockout_3yr,fpr5_3yr,-0.0001070102,0.0028099201,0.0027029098,0.0045428485,0.0046579241,0.6443660776,0.6613826784,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,fpr5,5,lockout_5yr,fpr5_5yr,-0.0001605320,0.0035980585,0.0034375264,0.0042011224,0.0043610554,0.6366518126,0.6617260896,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,youden,1,lockout_1yr,youden_1yr,-0.0002018439,0.0137595836,0.0135577397,0.0018346082,0.0020366462,0.5807892918,0.6640504241,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,youden,2,lockout_2yr,youden_2yr,-0.0002601960,0.0171977457,0.0169375497,0.0013474237,0.0015941277,0.5522286238,0.6647893114,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,youden,3,lockout_3yr,youden_3yr,-0.0002805541,0.0195827640,0.0193022099,0.0011224312,0.0014041216,0.5303720104,0.6651249746,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,youden,5,lockout_5yr,youden_5yr,-0.0003484510,0.0228454100,0.0224969591,0.0008983419,0.0011987139,0.4992137421,0.6655312111,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr1,1,lockout_1yr,fpr1_1yr,-0.0000015346,0.0000565927,0.0000550581,0.0021966766,0.0021982543,0.6659026853,0.6662635298,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr1,2,lockout_2yr,fpr1_2yr,-0.0000021919,0.0001178975,0.0001157056,0.0021398714,0.0021425012,0.6656232437,0.6663216709,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr1,3,lockout_3yr,fpr1_3yr,-0.0000036807,0.0001304177,0.0001267370,0.0020967685,0.0021008448,0.6653946110,0.6663640807,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr1,5,lockout_5yr,fpr1_5yr,-0.0000056885,0.0001771049,0.0001714164,0.0020446682,0.0020508045,0.6649609293,0.6664178014,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr3,1,lockout_1yr,fpr3_1yr,-0.0000044840,0.0002499450,0.0002454610,0.0020903908,0.0020954550,0.6650488710,0.6663767528,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr3,2,lockout_2yr,fpr3_2yr,-0.0000062586,0.0004236869,0.0004174283,0.0019287003,0.0019358238,0.6641676860,0.6665406330,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr3,3,lockout_3yr,fpr3_3yr,-0.0000094107,0.0004670365,0.0004576258,0.0018466211,0.0018566256,0.6634145933,0.6666252350,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr3,5,lockout_5yr,fpr3_5yr,-0.0000134874,0.0006223512,0.0006088638,0.0017622733,0.0017764690,0.6620661219,0.6667124913,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr5,1,lockout_1yr,fpr5_1yr,-0.0000063426,0.0004904205,0.0004840779,0.0019594507,0.0019666606,0.6639811225,0.6665186119,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr5,2,lockout_2yr,fpr5_2yr,-0.0000089105,0.0007643723,0.0007554618,0.0017687873,0.0017786295,0.6623738484,0.6667218765,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr5,3,lockout_3yr,fpr5_3yr,-0.0000131458,0.0008827622,0.0008696164,0.0016707098,0.0016845891,0.6609339752,0.6668250819,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,fpr5,5,lockout_5yr,fpr5_5yr,-0.0000208095,0.0011648885,0.0011440790,0.0015379856,0.0015586806,0.6582855050,0.6669583768,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,youden,1,lockout_1yr,youden_1yr,-0.0000300706,0.0047215580,0.0046914874,0.0008978694,0.0009274317,0.6374342429,0.6676278567,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,youden,2,lockout_2yr,youden_2yr,-0.0000463303,0.0066129788,0.0065666485,0.0007451668,0.0007865301,0.6226042480,0.6678493470,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,youden,3,lockout_3yr,youden_3yr,-0.0000566833,0.0080872498,0.0080305665,0.0006812814,0.0007338688,0.6105327433,0.6679305731,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,total_market,youden,5,lockout_5yr,youden_5yr,-0.0000897269,0.0102201613,0.0101304344,0.0005882363,0.0006615826,0.5909475876,0.6680901132,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr1,1,lockout_1yr,fpr1_1yr,-0.0000007424,0.0000088876,0.0000081452,0.0015829750,0.0015835971,0.6630264342,0.6631703467,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr1,2,lockout_2yr,fpr1_2yr,-0.0000008905,0.0000202961,0.0000194056,0.0015829750,0.0015839099,0.6628760763,0.6631692924,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr1,3,lockout_3yr,fpr1_3yr,-0.0000016971,0.0000160871,0.0000143900,0.0015507225,0.0015524187,0.6627940887,0.6632004607,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr1,5,lockout_5yr,fpr1_5yr,-0.0000022914,0.0000354324,0.0000331411,0.0015432525,0.0015458662,0.6625708618,0.6632061563,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr3,1,lockout_1yr,fpr3_1yr,-0.0000014872,0.0000689834,0.0000674962,0.0015755051,0.0015770355,0.6626539138,0.6631754842,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr3,2,lockout_2yr,fpr3_2yr,-0.0000017076,0.0001015745,0.0000998669,0.0014630543,0.0014648328,0.6623170051,0.6632857386,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr3,3,lockout_3yr,fpr3_3yr,-0.0000029729,0.0001208398,0.0001178669,0.0014308017,0.0014336472,0.6619183087,0.6633187352,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr3,5,lockout_5yr,fpr3_5yr,-0.0000044293,0.0001872776,0.0001828483,0.0013802522,0.0013850048,0.6612138128,0.6633644665,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr5,1,lockout_1yr,fpr5_1yr,-0.0000014495,0.0002060494,0.0002045999,0.0015649215,0.0015666256,0.6619862074,0.6632094758,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr5,2,lockout_2yr,fpr5_2yr,-0.0000018412,0.0002861100,0.0002842688,0.0014311813,0.0014330951,0.6610893963,0.6633384682,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr5,3,lockout_3yr,fpr5_3yr,-0.0000032383,0.0003708251,0.0003675868,0.0013790533,0.0013822272,0.6601104683,0.6633891762,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,fpr5,5,lockout_5yr,fpr5_5yr,-0.0000084062,0.0005377731,0.0005293669,0.0012712902,0.0012793414,0.6581022186,0.6634856838,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,youden,1,lockout_1yr,youden_1yr,-0.0000157649,0.0028994445,0.0028836796,0.0011207706,0.0011363955,0.6432817429,0.6636421545,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,youden,2,lockout_2yr,youden_2yr,-0.0000326471,0.0042195518,0.0041869047,0.0009974192,0.0010260176,0.6288687467,0.6637877730,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,youden,3,lockout_3yr,youden_3yr,-0.0000435358,0.0057160428,0.0056725070,0.0009536369,0.0009943645,0.6156840250,0.6638196549,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,large_cap,youden,5,lockout_5yr,youden_5yr,-0.0000897559,0.0075131207,0.0074233647,0.0008442054,0.0009170602,0.5940572022,0.6639855185,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr1,1,lockout_1yr,fpr1_1yr,-0.0000037941,0.0000201324,0.0000163384,0.0028625098,0.0028659465,0.6597800018,0.6602470985,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr1,2,lockout_2yr,fpr1_2yr,-0.0000043009,0.0000739159,0.0000696150,0.0028625098,0.0028669660,0.6592718797,0.6602421190,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr1,3,lockout_3yr,fpr1_3yr,-0.0000072669,0.0001054681,0.0000982013,0.0027436975,0.0027513699,0.6588070822,0.6603539933,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr1,5,lockout_5yr,fpr1_5yr,-0.0000140742,0.0002380054,0.0002239312,0.0027014493,0.0027199384,0.6575422543,0.6603740939,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr3,1,lockout_1yr,fpr3_1yr,-0.0000071322,0.0002805534,0.0002734213,0.0028202617,0.0028302358,0.6583432043,0.6602734671,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr3,2,lockout_2yr,fpr3_2yr,-0.0000096067,0.0004264192,0.0004168126,0.0026529445,0.0026674236,0.6571512871,0.6604263932,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr3,3,lockout_3yr,fpr3_3yr,-0.0000137877,0.0006182532,0.0006044655,0.0025341321,0.0025528388,0.6556410807,0.6605490561,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr3,5,lockout_5yr,fpr3_5yr,-0.0000301211,0.0009239932,0.0008938721,0.0022477272,0.0022852120,0.6524839984,0.6607872340,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr5,1,lockout_1yr,fpr5_1yr,-0.0000077853,0.0008512052,0.0008434199,0.0027603170,0.0027725101,0.6565926378,0.6603229679,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
temporary CSI,dynamic_csi,insample,raw,Expanded Dataset,mid_cap,fpr5,2,lockout_2yr,fpr5_2yr,-0.0000116994,0.0011363436,0.0011246442,0.0024724076,0.0024882944,0.6545435958,0.6605910192,FN/TN are diagnostics; their active retained-weight effect enters realized alpha through retained_stock_reweighting_effect.
