track,response_track,period,model,model_label,index_id,index_name,threshold_method,threshold_label,lockout_years,exclusion_rule,rule_label,strategy_id,transaction_cost_bps,benchmark_geometric_return,strategy_gross_geometric_return,strategy_net_geometric_return,realized_alpha,gross_alpha_before_transaction_costs,tp_exclusion_gain,fp_exclusion_cost,retained_stock_reweighting_effect,transaction_cost_effect,compounding_geometric_adjustment,reconciled_alpha,reconciliation_error,reconciliation_pass,fn_missed_opportunity_diagnostic,tn_retained_diagnostic,fn_benchmark_weight,fn_filtered_weight,tn_benchmark_weight,tn_filtered_weight,fp_benchmark_weight,tp_benchmark_weight,annualized_turnover_gross,mean_monthly_turnover_gross,source_performance_file,source_decomposition_file,attribution_formula
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr1,CV FPR <= 1%,3,lockout_3yr,3yr lockout,fpr1_3yr,10,0.1102200976,0.1103378846,0.1101422977,-0.0000777998,0.0001177870,0.0000145635,0.0000428329,0.0000183517,-0.0001955868,0.0000420390,-0.0000777998,0.00000000000000,true,-0.0000010010,0.0000193527,0.0009575055,0.0009585198,0.6677053793,0.6679824410,0.0002565935,0.0000190584,0.1764553477,0.0147046123,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr1,CV FPR <= 1%,3,lockout_3yr,3yr lockout,fpr1_3yr,20,0.1102200976,0.1103378846,0.1099466871,-0.0002734105,0.0001177870,0.0000145635,0.0000428329,0.0000183517,-0.0003911975,0.0000420390,-0.0002734105,0.00000000000000,true,-0.0000010010,0.0000193527,0.0009575055,0.0009585198,0.6677053793,0.6679824410,0.0002565935,0.0000190584,0.1764553477,0.0147046123,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr1,CV FPR <= 1%,5,lockout_5yr,5yr lockout,fpr1_5yr,0,0.1102200976,0.1103484979,0.1103484979,0.0001284004,0.0001284004,0.0000162238,-0.0000128871,0.0000404734,0.0000000000,0.0000845903,0.0001284004,0.00000000000000,true,-0.0000013569,0.0000418302,0.0009314600,0.0009330061,0.6675335043,0.6680073841,0.0004284685,0.0000451039,0.1762235771,0.0146852981,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr1,CV FPR <= 1%,5,lockout_5yr,5yr lockout,fpr1_5yr,5,0.1102200976,0.1103484979,0.1102508318,0.0000307342,0.0001284004,0.0000162238,-0.0000128871,0.0000404734,-0.0000976661,0.0000845903,0.0000307342,0.00000000000000,true,-0.0000013569,0.0000418302,0.0009314600,0.0009330061,0.6675335043,0.6680073841,0.0004284685,0.0000451039,0.1762235771,0.0146852981,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr1,CV FPR <= 1%,5,lockout_5yr,5yr lockout,fpr1_5yr,10,0.1102200976,0.1103484979,0.1101531597,-0.0000669378,0.0001284004,0.0000162238,-0.0000128871,0.0000404734,-0.0001953382,0.0000845903,-0.0000669378,0.00000000000000,true,-0.0000013569,0.0000418302,0.0009314600,0.0009330061,0.6675335043,0.6680073841,0.0004284685,0.0000451039,0.1762235771,0.0146852981,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr1,CV FPR <= 1%,5,lockout_5yr,5yr lockout,fpr1_5yr,20,0.1102200976,0.1103484979,0.1099577976,-0.0002622999,0.0001284004,0.0000162238,-0.0000128871,0.0000404734,-0.0003907003,0.0000845903,-0.0002622999,0.00000000000000,true,-0.0000013569,0.0000418302,0.0009314600,0.0009330061,0.6675335043,0.6680073841,0.0004284685,0.0000451039,0.1762235771,0.0146852981,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,1,lockout_1yr,1yr lockout,fpr3_1yr,0,0.1102200976,0.1101691797,0.1101691797,-0.0000509179,-0.0000509179,0.0000023692,-0.0001980990,0.0000914547,0.0000000000,0.0000533571,-0.0000509179,0.00000000000000,true,-0.0000008815,0.0000923362,0.0009721499,0.0009730595,0.6675428617,0.6679722690,0.0004191111,0.0000044140,0.1770981222,0.0147581769,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,1,lockout_1yr,1yr lockout,fpr3_1yr,5,0.1102200976,0.1101691797,0.1100710272,-0.0001490704,-0.0000509179,0.0000023692,-0.0001980990,0.0000914547,-0.0000981525,0.0000533571,-0.0001490704,0.00000000000000,true,-0.0000008815,0.0000923362,0.0009721499,0.0009730595,0.6675428617,0.6679722690,0.0004191111,0.0000044140,0.1770981222,0.0147581769,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,1,lockout_1yr,1yr lockout,fpr3_1yr,10,0.1102200976,0.1101691797,0.1099728687,-0.0002472288,-0.0000509179,0.0000023692,-0.0001980990,0.0000914547,-0.0001963109,0.0000533571,-0.0002472288,0.00000000000000,true,-0.0000008815,0.0000923362,0.0009721499,0.0009730595,0.6675428617,0.6679722690,0.0004191111,0.0000044140,0.1770981222,0.0147581769,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,1,lockout_1yr,1yr lockout,fpr3_1yr,20,0.1102200976,0.1101691797,0.1097765341,-0.0004435635,-0.0000509179,0.0000023692,-0.0001980990,0.0000914547,-0.0003926456,0.0000533571,-0.0004435635,0.00000000000000,true,-0.0000008815,0.0000923362,0.0009721499,0.0009730595,0.6675428617,0.6679722690,0.0004191111,0.0000044140,0.1770981222,0.0147581769,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,2,lockout_2yr,2yr lockout,fpr3_2yr,0,0.1102200976,0.1103949676,0.1103949676,0.0001748701,0.0001748701,-0.0000107297,-0.0000894916,0.0001620630,0.0000000000,0.0001130284,0.0001748701,0.00000000000000,true,-0.0000010119,0.0001630749,0.0008924119,0.0008934645,0.6671722615,0.6680505550,0.0007897113,0.0000841520,0.1764285619,0.0147023802,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,2,lockout_2yr,2yr lockout,fpr3_2yr,5,0.1102200976,0.1103949676,0.1102971596,0.0000770621,0.0001748701,-0.0000107297,-0.0000894916,0.0001620630,-0.0000978080,0.0001130284,0.0000770621,0.00000000000000,true,-0.0000010119,0.0001630749,0.0008924119,0.0008934645,0.6671722615,0.6680505550,0.0007897113,0.0000841520,0.1764285619,0.0147023802,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,2,lockout_2yr,2yr lockout,fpr3_2yr,10,0.1102200976,0.1103949676,0.1101993457,-0.0000207519,0.0001748701,-0.0000107297,-0.0000894916,0.0001620630,-0.0001956220,0.0001130284,-0.0000207519,0.00000000000000,true,-0.0000010119,0.0001630749,0.0008924119,0.0008934645,0.6671722615,0.6680505550,0.0007897113,0.0000841520,0.1764285619,0.0147023802,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,2,lockout_2yr,2yr lockout,fpr3_2yr,20,0.1102200976,0.1103949676,0.1100036998,-0.0002163978,0.0001748701,-0.0000107297,-0.0000894916,0.0001620630,-0.0003912679,0.0001130284,-0.0002163978,0.00000000000000,true,-0.0000010119,0.0001630749,0.0008924119,0.0008934645,0.6671722615,0.6680505550,0.0007897113,0.0000841520,0.1764285619,0.0147023802,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,3,lockout_3yr,3yr lockout,fpr3_3yr,0,0.1102200976,0.1105674487,0.1105674487,0.0003473511,0.0003473511,0.0000156444,-0.0000204495,0.0001706747,0.0000000000,0.0001814815,0.0003473511,0.00000000000000,true,-0.0000017596,0.0001724343,0.0008650118,0.0008666949,0.6668263900,0.6680782714,0.0011355828,0.0001115521,0.1757884834,0.0146490403,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,3,lockout_3yr,3yr lockout,fpr3_3yr,5,0.1102200976,0.1105674487,0.1104699949,0.0002498973,0.0003473511,0.0000156444,-0.0000204495,0.0001706747,-0.0000974537,0.0001814815,0.0002498973,0.00000000000000,true,-0.0000017596,0.0001724343,0.0008650118,0.0008666949,0.6668263900,0.6680782714,0.0011355828,0.0001115521,0.1757884834,0.0146490403,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,large_cap,CRSP-like US Large Cap,fpr3,CV FPR <= 3%,3,lockout_3yr,3yr lockout,fpr3_3yr,10,0.1102200976,0.1105674487,0.1103725352,0.0001524376,0.0003473511,0.0000156444,-0.0000204495,0.0001706747,-0.0001949135,0.0001814815,0.0001524376,0.00000000000000,true,-0.0000017596,0.0001724343,0.0008650118,0.0008666949,0.6668263900,0.6680782714,0.0011355828,0.0001115521,0.1757884834,0.0146490403,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
