"track","lockout_years","threshold_method","transaction_cost_bps","index_id","status","sensitivity_grid_present","index_suite_present","benchmark_comparison_available","blocked_cmt_configs","source_file","notes"
"dynamic_csi","1","fpr1","5","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","5","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","5","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","5","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","10","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","10","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","10","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","10","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","20","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","20","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","20","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr1","20","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","0","total_market","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
"dynamic_csi","1","fpr3","0","large_cap","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
"dynamic_csi","1","fpr3","0","mid_cap","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
"dynamic_csi","1","fpr3","0","small_cap","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
"dynamic_csi","1","fpr3","5","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","5","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","5","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","5","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","10","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","10","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","10","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","10","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","20","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","20","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","20","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr3","20","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","0","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","0","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","0","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","0","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","5","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","5","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","5","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","5","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","10","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","10","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","10","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","10","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","20","total_market","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","20","large_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","20","mid_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","1","fpr5","20","small_cap","present_in_index_suite_not_sensitivity_grid","False","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/raw/3_Modelling_Results/Necessary/temporary_csi/11c_index_revised/index_performance_gross_and_net_by_tc.csv","AE-INDEX-SUITE raw temporary output has this full-grid combination; sensitivity CMT grid lacks fpr5 and/or transaction-cost overlays."
"dynamic_csi","2","youden","0","total_market","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
"dynamic_csi","2","youden","0","large_cap","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
"dynamic_csi","2","youden","0","mid_cap","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
"dynamic_csi","2","youden","0","small_cap","present","True","True","True","C060_M020_T028;C080_M000_T012;C080_M000_T018","03_Data_Output/5_SensitivityAnalysis/04_index_construction/combined_11c_performance.csv","Sensitivity CMT combined_11c_performance has this threshold/lockout/universe at implicit 0 bps with benchmark comparison."
