slide_number,slide_title,track,universe,strategy,cost_bps,displayed_value,source_value,difference_pp,source_path,status,interpretation
25,Impact of transaction costs,Permanent CSI,Total,AG Exp. Dataset + VAE; FPR5,5,+0.27pp,+0.2660pp,+0.0040,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Total,AG Exp. Dataset + VAE; FPR5,10,+0.27pp,+0.2659pp,+0.0041,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Total,AG Exp. Dataset + VAE; FPR5,20,+0.27pp,+0.2658pp,+0.0042,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Large,AG Exp. Dataset + VAE; FPR5,5,+0.23pp,+0.2287pp,+0.0013,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Large,AG Exp. Dataset + VAE; FPR5,10,+0.23pp,+0.2291pp,+0.0009,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Large,AG Exp. Dataset + VAE; FPR5,20,+0.23pp,+0.2299pp,+0.0001,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Mid,AG Base Dataset; FPR5,5,+0.74pp,+0.7386pp,+0.0014,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Mid,AG Base Dataset; FPR5,10,+0.74pp,+0.7387pp,+0.0013,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Mid,AG Base Dataset; FPR5,20,+0.74pp,+0.7388pp,+0.0012,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Small,AG Latent Dataset (VAE); FPR3,5,+0.32pp,+0.3212pp,-0.0012,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Small,AG Latent Dataset (VAE); FPR3,10,+0.32pp,+0.3213pp,-0.0013,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,Permanent CSI,Small,AG Latent Dataset (VAE); FPR3,20,+0.32pp,+0.3217pp,-0.0017,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/comparison/best_by_track_index_cost.csv,rounding_match,Valid under rounding.
25,Impact of transaction costs,All,All selected OOS winners,Ranking unchanged,unchanged,winner_changed_0_to_20_bps=False for all selected rows,n/a,03_Data_Output/7_IndexConstructionValidation/nonraw_index_suite/final_tables/transaction_cost_robustness_summary.csv,exact_match,The unchanged ranking claim is source-backed.
