track,track_label,feature_set,threshold_method,threshold_label,threshold,mechanism_category,avoidability_class,evidence_basis,fp_count,fp_share,source_rows_cv_only,unsupported_feature_mechanisms
permanent_csi,Permanent CSI,raw,youden,CV Youden J,0.0378745011985302,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,1980,0.11331769015051794,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,youden,CV Youden J,0.0378745011985302,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,2397,0.13718308247009672,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,youden,CV Youden J,0.0378745011985302,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,4479,0.2563383505980656,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,youden,CV Youden J,0.0378745011985302,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,4575,0.26183254163566644,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,youden,CV Youden J,0.0378745011985302,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,4042,0.2313283351456533,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.232100933790207,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,51,0.07327586206896551,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.232100933790207,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,154,0.22126436781609196,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.232100933790207,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,298,0.4281609195402299,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.232100933790207,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,193,0.27729885057471265,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.1808942258358,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,303,0.14483747609942638,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.1808942258358,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,390,0.1864244741873805,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.1808942258358,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,773,0.36950286806883365,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.1808942258358,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,573,0.27390057361376674,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.1808942258358,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,53,0.025334608030592735,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,489,0.140598044853364,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,487,0.14002300172512938,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,1271,0.3654399079930995,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,1008,0.2898217366302473,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,223,0.06411730879815986,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,youden,CV Youden J,0.0358811654150486,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,2194,0.11771017758463437,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,youden,CV Youden J,0.0358811654150486,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,2831,0.15188583078491336,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,youden,CV Youden J,0.0358811654150486,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,4571,0.24523847845914482,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,youden,CV Youden J,0.0358811654150486,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,4692,0.25173024303878966,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw_plus_latent,youden,CV Youden J,0.0358811654150486,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,4351,0.23343527013251783,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
