"period","index_id","index_name","response_track","track_label","quintile","quintile_num","excluded_name_share","excluded_weight_share","retained_weight_share","active_vs_benchmark_weight","universe","track","transaction_cost_bps","excluded_name_share_pct","excluded_weight_share_pct","retained_weight_share_pct","active_vs_benchmark_pp","source"
"test","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q2",2,0.0508158032950022,0.0496798201663148,0.221634999464972,0.00295174612566849,"Large","Permanent CSI",20,5.0816,4.968,22.1635,0.2952,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q3",3,0.131390209592609,0.216113706642185,0.18763890438744,-0.000536088532299188,"Large","Permanent CSI",20,13.139,21.6114,18.7639,-0.0536,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q4",4,0.197925688915917,0.320551654538094,0.194728078836236,-0.00221585525155821,"Large","Permanent CSI",20,19.7926,32.0552,19.4728,-0.2216,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q5",5,0.619868298196472,0.413654818653406,0.104090548305344,-0.00521419011563582,"Large","Permanent CSI",20,61.9868,41.3655,10.4091,-0.5214,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q1",1,0,0,0.206834241032185,0.000587792570879112,"Mid","Temporary CSI",20,0,0,20.6834,0.0588,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q2",2,0,0,0.205168618936962,0.000588911136095653,"Mid","Temporary CSI",20,0,0,20.5169,0.0589,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q3",3,0,0,0.2002003480009,0.000566462941667571,"Mid","Temporary CSI",20,0,0,20.02,0.0566,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q4",4,0,0,0.200077341739047,0.000566103851339931,"Mid","Temporary CSI",20,0,0,20.0077,0.0566,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q5",5,1,1,0.187719450290905,-0.00230927049998224,"Mid","Temporary CSI",20,100,100,18.7719,-0.2309,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q1",1,0.00390625,0.0038468052691457,0.214029435280904,0.00778298681959754,"Mid","Permanent CSI",20,0.3906,0.3847,21.4029,0.7783,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q2",2,0.0817221840659341,0.0895406593870542,0.209140926758133,0.00456121895726601,"Mid","Permanent CSI",20,8.1722,8.9541,20.9141,0.4561,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q3",3,0.0447172619047619,0.0472700902596086,0.205444533532994,0.00581064847376087,"Mid","Permanent CSI",20,4.4717,4.727,20.5445,0.5811,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q4",4,0.100351991758242,0.0987554797509289,0.203492733464795,0.00398149557708706,"Mid","Permanent CSI",20,10.0352,9.8755,20.3493,0.3981,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q5",5,0.769302312271062,0.760586965333263,0.167892370963176,-0.0221363498277115,"Mid","Permanent CSI",20,76.9302,76.0587,16.7892,-2.2136,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","dynamic_csi","Dynamic CSI","Q1",1,0.0104809310305323,0.00862092340573068,0.296826547565332,0.0509797982194913,"Small","Temporary CSI",20,1.0481,0.8621,29.6827,5.098,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","dynamic_csi","Dynamic CSI","Q2",2,0.0199549234792216,0.02557141500214,0.259373200077478,0.0412579836409274,"Small","Temporary CSI",20,1.9955,2.5571,25.9373,4.1258,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","dynamic_csi","Dynamic CSI","Q3",3,0.0544675513130847,0.0628798741926039,0.227456633930002,0.0285127898541596,"Small","Temporary CSI",20,5.4468,6.288,22.7457,2.8513,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","dynamic_csi","Dynamic CSI","Q4",4,0.234407360437416,0.249851038642378,0.163829700455893,-0.015347874921177,"Small","Temporary CSI",20,23.4407,24.9851,16.383,-1.5348,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","dynamic_csi","Dynamic CSI","Q5",5,0.680689233739746,0.653076748757147,0.0525139179712944,-0.105402696793401,"Small","Temporary CSI",20,68.0689,65.3077,5.2514,-10.5403,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","permanent_csi","Permanent CSI","Q1",1,0.020497358648516,0.037782947559629,0.257235803051967,0.0113890537061263,"Small","Permanent CSI",20,2.0497,3.7783,25.7236,1.1389,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","permanent_csi","Permanent CSI","Q2",2,0.0646695555534257,0.0710781969450373,0.226124927543909,0.00800971110735869,"Small","Permanent CSI",20,6.467,7.1078,22.6125,0.801,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","permanent_csi","Permanent CSI","Q3",3,0.085215213401783,0.093416754230871,0.204730501876322,0.00578665780047966,"Small","Permanent CSI",20,8.5215,9.3417,20.4731,0.5787,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","permanent_csi","Permanent CSI","Q4",4,0.212360776336666,0.212165854732326,0.177410792360598,-0.00176678301647227,"Small","Permanent CSI",20,21.2361,21.2166,17.7411,-0.1767,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"test","small_cap","CRSP-like US Small Cap","permanent_csi","Permanent CSI","Q5",5,0.617257096059609,0.585556246532137,0.134497975167203,-0.0234186395974924,"Small","Permanent CSI",20,61.7257,58.5556,13.4498,-2.3419,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","dynamic_csi","Dynamic CSI","Q1",1,0.0217877843995977,0.037929780315608,0.632134192199458,0.0678968083500765,"Total","Temporary CSI",20,2.1788,3.793,63.2134,6.7897,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","dynamic_csi","Dynamic CSI","Q2",2,0.0794957989957887,0.244258331126236,0.271844058730891,0.00335764477949159,"Total","Temporary CSI",20,7.9496,24.4258,27.1844,0.3358,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","dynamic_csi","Dynamic CSI","Q3",3,0.199245372860044,0.322513845619546,0.0795018853825883,-0.026727624536259,"Total","Temporary CSI",20,19.9245,32.2514,7.9502,-2.6728,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","dynamic_csi","Dynamic CSI","Q4",4,0.327837262026628,0.290487296473572,0.0154044312842089,-0.032592642202835,"Total","Temporary CSI",20,32.7837,29.0487,1.5404,-3.2593,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","dynamic_csi","Dynamic CSI","Q5",5,0.371633781717942,0.104810746465037,0.00111543240285347,-0.0119341863904741,"Total","Temporary CSI",20,37.1634,10.4811,0.1115,-1.1934,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","permanent_csi","Permanent CSI","Q1",1,0.0119237380007138,0.0807744071253103,0.580940768907934,0.0167033850585524,"Total","Permanent CSI",20,1.1924,8.0774,58.0941,1.6703,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","permanent_csi","Permanent CSI","Q2",2,0.0329962509435908,0.196349811617081,0.271005511558648,0.00251909760724841,"Total","Permanent CSI",20,3.2996,19.635,27.1006,0.2519,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","permanent_csi","Permanent CSI","Q3",3,0.109365303559627,0.24910752750949,0.101136362284032,-0.00509314763481534,"Total","Permanent CSI",20,10.9365,24.9108,10.1136,-0.5093,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","permanent_csi","Permanent CSI","Q4",4,0.30379119453968,0.26359320715987,0.0406753194858932,-0.00732175400115068,"Total","Permanent CSI",20,30.3791,26.3593,4.0675,-0.7322,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","total_market","CRSP-like US Total Market","permanent_csi","Permanent CSI","Q5",5,0.541923512956389,0.210175046588248,0.00624203776349274,-0.0068075810298348,"Total","Permanent CSI",20,54.1924,21.0175,0.6242,-0.6808,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","dynamic_csi","Dynamic CSI","Q1",1,0.00613613909391428,0.00477488165674736,0.293738329856986,0.0237692415733692,"Large","Temporary CSI",20,0.6136,0.4775,29.3738,2.3769,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","dynamic_csi","Dynamic CSI","Q2",2,0.020329294766364,0.0137741839343361,0.222107610900976,0.0171525253997585,"Large","Temporary CSI",20,2.0329,1.3774,22.2108,1.7153,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","dynamic_csi","Dynamic CSI","Q3",3,0.0444225171450579,0.046377319128212,0.22234062352296,0.014533971306494,"Large","Temporary CSI",20,4.4423,4.6377,22.2341,1.4534,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","dynamic_csi","Dynamic CSI","Q4",4,0.205791306551876,0.270340912926767,0.168703910834328,-0.00805346659311272,"Large","Temporary CSI",20,20.5791,27.0341,16.8704,-0.8053,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","dynamic_csi","Dynamic CSI","Q5",5,0.723320742442788,0.664732702353938,0.093109524884751,-0.047402271686509,"Large","Temporary CSI",20,72.3321,66.4733,9.311,-4.7402,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q1",1,0.0208567173902927,0.0191139720790068,0.274895999270687,0.00492691098707055,"Large","Permanent CSI",20,2.0857,1.9114,27.4896,0.4927,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q2",2,0.0846117843263197,0.0613039312458384,0.207821215191394,0.00286612969017655,"Large","Permanent CSI",20,8.4612,6.1304,20.7821,0.2866,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q3",3,0.0809756451952319,0.0551900757338104,0.210934659881906,0.00312800766544052,"Large","Permanent CSI",20,8.0976,5.519,21.0935,0.3128,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q4",4,0.20778852218225,0.258850205400943,0.175137783503223,-0.00161959392421736,"Large","Permanent CSI",20,20.7789,25.885,17.5138,-0.162,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","large_cap","CRSP-like US Large Cap","permanent_csi","Permanent CSI","Q5",5,0.605767330905905,0.605541815540401,0.13121034215279,-0.00930145441847028,"Large","Permanent CSI",20,60.5767,60.5542,13.121,-0.9301,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q1",1,0,0,0.207957655460364,0.0036321373875473,"Mid","Temporary CSI",20,0,0,20.7958,0.3632,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q2",2,0,0,0.206562459705668,0.00360028338579942,"Mid","Temporary CSI",20,0,0,20.6562,0.36,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q3",3,0,0,0.206017825162355,0.00355281378152722,"Mid","Temporary CSI",20,0,0,20.6018,0.3553,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q4",4,0,0,0.19968748790968,0.00347111525013686,"Mid","Temporary CSI",20,0,0,19.9687,0.3471,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","dynamic_csi","Dynamic CSI","Q5",5,1,1,0.179774571761933,-0.0142563498050108,"Mid","Temporary CSI",20,100,100,17.9775,-1.4256,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q1",1,0.0333582207266418,0.0415269670672467,0.215099799730188,0.0107742816573715,"Mid","Permanent CSI",20,3.3358,4.1527,21.51,1.0774,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q2",2,0.0774174142213191,0.078974354244123,0.211040670420239,0.00807849410037037,"Mid","Permanent CSI",20,7.7417,7.8974,21.1041,0.8078,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q3",3,0.117889442193347,0.125936954227832,0.207429202860986,0.00496419148015844,"Mid","Permanent CSI",20,11.7889,12.5937,20.7429,0.4964,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q4",4,0.142807409059531,0.149114383104377,0.199022217095457,0.00280584443591409,"Mid","Permanent CSI",20,14.2807,14.9114,19.9022,0.2806,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","mid_cap","CRSP-like US Mid Cap","permanent_csi","Permanent CSI","Q5",5,0.628527513799161,0.604447341356421,0.167408109893129,-0.0266228116738144,"Mid","Permanent CSI",20,62.8528,60.4447,16.7408,-2.6623,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
"oos","small_cap","CRSP-like US Small Cap","dynamic_csi","Dynamic CSI","Q1",1,0.0121295890923005,0.0140989625211634,0.320021635932873,0.0807078768232493,"Small","Temporary CSI",20,1.213,1.4099,32.0022,8.0708,"overlap_diagnostics/csi_exclusion_quintile_overlap.rds; overlap_diagnostics/csi_retained_quintile_exposure.rds; overlap_diagnostics/csi_active_quintile_exposure.rds"
